Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	81	9.101123595505618	2.233961186091441E-6	ENSG00000196482, ENSG00000197054, ENSG00000198342, ENSG00000197013, ENSG00000112246, ENSG00000198028, ENSG00000196724, ENSG00000197857, ENSG00000196967, ENSG00000172748, ENSG00000198939, ENSG00000267041, ENSG00000186446, ENSG00000185278, ENSG00000140009, ENSG00000274349, ENSG00000147117, ENSG00000167766, ENSG00000105991, ENSG00000168779, ENSG00000175395, ENSG00000197044, ENSG00000196110, ENSG00000030419, ENSG00000178662, ENSG00000104856, ENSG00000197566, ENSG00000105708, ENSG00000136866, ENSG00000178229, ENSG00000110693, ENSG00000196946, ENSG00000167377, ENSG00000137270, ENSG00000235109, ENSG00000089775, ENSG00000204947, ENSG00000147789, ENSG00000275004, ENSG00000096654, ENSG00000159915, ENSG00000196263, ENSG00000198169, ENSG00000108924, ENSG00000198963, ENSG00000198841, ENSG00000213928, ENSG00000170631, ENSG00000134532, ENSG00000165244, ENSG00000169403, ENSG00000121903, ENSG00000186300, ENSG00000260428, ENSG00000168916, ENSG00000175691, ENSG00000177873, ENSG00000171291, ENSG00000177599, ENSG00000198551, ENSG00000117707, ENSG00000095951, ENSG00000150051, ENSG00000146592, ENSG00000196378, ENSG00000171970, ENSG00000189042, ENSG00000119950, ENSG00000204524, ENSG00000143369, ENSG00000189164, ENSG00000138380, ENSG00000122728, ENSG00000119715, ENSG00000165495, ENSG00000186496, ENSG00000187987, ENSG00000162624, ENSG00000183621, ENSG00000181722, ENSG00000187626	532	1736	19453	1.706122665534805	0.004767049693358949	0.004778442977049593	0.004778442977049593
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	15	1.6853932584269662	7.505273732692517E-4	ENSG00000107742, ENSG00000154485, ENSG00000154175, ENSG00000077943, ENSG00000173376, ENSG00000206384, ENSG00000171812, ENSG00000144810, ENSG00000163661, ENSG00000081148, ENSG00000204248, ENSG00000156140, ENSG00000162745, ENSG00000081052, ENSG00000049192	532	190	19453	2.886772853185595	0.7993073795894463	0.4415359775406762	0.4415359775406762
GOTERM_BP_DIRECT	GO:0001817~regulation of cytokine production	9	1.0112359550561798	8.283836246031268E-4	ENSG00000111801, ENSG00000164010, ENSG00000185278, ENSG00000089775, ENSG00000184434, ENSG00000026950, ENSG00000134258, ENSG00000114455, ENSG00000181722	532	73	19453	4.508111031002162	0.8301172677517512	0.4415359775406762	0.4415359775406762
GOTERM_BP_DIRECT	GO:0021828~gonadotrophin-releasing hormone neuronal migration to the hypothalamus	4	0.44943820224719105	0.0010222945517786592	ENSG00000170381, ENSG00000075213, ENSG00000173376, ENSG00000118257	532	8	19453	18.282894736842103	0.8878374957241899	0.4415359775406762	0.4415359775406762
GOTERM_BP_DIRECT	GO:0007631~feeding behavior	6	0.6741573033707865	0.001204494367528183	ENSG00000121764, ENSG00000123901, ENSG00000131096, ENSG00000147246, ENSG00000135324, ENSG00000119973	532	30	19453	7.313157894736841	0.9240717403881055	0.4415359775406762	0.4415359775406762
GOTERM_BP_DIRECT	GO:0007340~acrosome reaction	5	0.5617977528089888	0.001238530091278194	ENSG00000145888, ENSG00000130943, ENSG00000115556, ENSG00000135248, ENSG00000111254	532	18	19453	10.157163742690058	0.9294093647087904	0.4415359775406762	0.4415359775406762
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	45	5.056179775280898	0.0016629977167190255	ENSG00000159915, ENSG00000197054, ENSG00000196482, ENSG00000196263, ENSG00000180353, ENSG00000184619, ENSG00000197013, ENSG00000198169, ENSG00000198963, ENSG00000109819, ENSG00000196724, ENSG00000197857, ENSG00000196967, ENSG00000141431, ENSG00000172748, ENSG00000118513, ENSG00000267041, ENSG00000140009, ENSG00000126856, ENSG00000274349, ENSG00000167766, ENSG00000175691, ENSG00000177873, ENSG00000171291, ENSG00000197044, ENSG00000198551, ENSG00000117707, ENSG00000197566, ENSG00000196378, ENSG00000171970, ENSG00000189042, ENSG00000136866, ENSG00000110031, ENSG00000110693, ENSG00000196946, ENSG00000167377, ENSG00000189164, ENSG00000137270, ENSG00000119715, ENSG00000165495, ENSG00000124766, ENSG00000204947, ENSG00000147789, ENSG00000275004, ENSG00000187626	532	1014	19453	1.622742136406104	0.971564393447451	0.5081645880088564	0.5081645880088564
GOTERM_BP_DIRECT	GO:0003341~cilium movement	7	0.7865168539325843	0.002077587606961532	ENSG00000179532, ENSG00000111834, ENSG00000172361, ENSG00000156042, ENSG00000272514, ENSG00000169064, ENSG00000152763	532	49	19453	5.223684210526316	0.9883048687140898	0.5554949864113395	0.5554949864113395
GOTERM_BP_DIRECT	GO:0007416~synapse assembly	8	0.8988764044943821	0.0034581054700062244	ENSG00000107742, ENSG00000187372, ENSG00000120324, ENSG00000120327, ENSG00000184564, ENSG00000197479, ENSG00000021645, ENSG00000272674	532	72	19453	4.062865497076023	0.999394651825832	0.821876400038146	0.821876400038146
GOTERM_BP_DIRECT	GO:0007130~synaptonemal complex assembly	5	0.5617977528089888	0.004402526857366671	ENSG00000165181, ENSG00000244588, ENSG00000119684, ENSG00000143452, ENSG00000180336	532	25	19453	7.313157894736841	0.9999203441676057	0.9417004947907309	0.9417004947907309
GOTERM_BP_DIRECT	GO:0048843~negative regulation of axon extension involved in axon guidance	5	0.5617977528089888	0.006681470137827295	ENSG00000170381, ENSG00000012171, ENSG00000075213, ENSG00000108379, ENSG00000137872	532	28	19453	6.529605263157895	0.9999994079193814	1.0	1.0
GOTERM_BP_DIRECT	GO:0007411~axon guidance	13	1.4606741573033708	0.007464243559540795	ENSG00000170381, ENSG00000012171, ENSG00000075213, ENSG00000120729, ENSG00000176749, ENSG00000021645, ENSG00000137872, ENSG00000118257, ENSG00000080224, ENSG00000184144, ENSG00000163531, ENSG00000185008, ENSG00000108379	532	195	19453	2.437719298245614	0.9999998903423151	1.0	1.0
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	12	1.348314606741573	0.008410958068844995	ENSG00000079385, ENSG00000187372, ENSG00000120324, ENSG00000184144, ENSG00000120327, ENSG00000120328, ENSG00000113248, ENSG00000120729, ENSG00000197479, ENSG00000185008, ENSG00000272674, ENSG00000290894	532	174	19453	2.5217785843920146	0.9999999857588076	1.0	1.0
GOTERM_BP_DIRECT	GO:1902358~sulfate transmembrane transport	4	0.44943820224719105	0.008688607347474583	ENSG00000147606, ENSG00000164707, ENSG00000091137, ENSG00000091138	532	16	19453	9.141447368421051	0.9999999921765519	1.0	1.0
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	26	2.9213483146067416	0.01297826570152916	ENSG00000112769, ENSG00000120729, ENSG00000197479, ENSG00000118257, ENSG00000079385, ENSG00000168477, ENSG00000187372, ENSG00000150637, ENSG00000184144, ENSG00000087589, ENSG00000290894, ENSG00000077943, ENSG00000113248, ENSG00000131471, ENSG00000206384, ENSG00000110031, ENSG00000154358, ENSG00000038427, ENSG00000144810, ENSG00000159261, ENSG00000120324, ENSG00000120327, ENSG00000120328, ENSG00000163531, ENSG00000185008, ENSG00000272674	532	566	19453	1.6797005765296633	0.9999999999992675	1.0	1.0
GOTERM_BP_DIRECT	GO:0016098~monoterpenoid metabolic process	3	0.33707865168539325	0.01425900590631305	ENSG00000160868, ENSG00000138109, ENSG00000165841	532	7	19453	15.671052631578947	0.9999999999999545	1.0	1.0
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	7	0.7865168539325843	0.017585128311785665	ENSG00000095587, ENSG00000168477, ENSG00000204248, ENSG00000260428, ENSG00000113083, ENSG00000156140, ENSG00000092969	532	76	19453	3.3679016620498614	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0002027~regulation of heart rate	5	0.5617977528089888	0.017787559345368992	ENSG00000121577, ENSG00000113448, ENSG00000075213, ENSG00000121361, ENSG00000168779	532	37	19453	4.941322901849217	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0015705~iodide transport	3	0.33707865168539325	0.01867124302433792	ENSG00000105641, ENSG00000147606, ENSG00000091137	532	8	19453	13.712171052631577	1.0	1.0	1.0
