gene_id	CK0816_S1.htseq.count	CK0817_S2.htseq.count	CK0818_S3.htseq.count	CK0819_S4.htseq.count	CK0820_S5.htseq.count	CK0821_S6.htseq.count	CK0822_S7.htseq.count	CK0823_S8.htseq.count	CK0824_S9.htseq.count
ENSG00000149212	2526	1563	2282	2339	2221	1944	4447	2790	2873
ENSG00000149218	465	320	471	276	297	288	589	386	405
ENSG00000149231	1656	1091	1746	1509	1714	1533	2420	1951	1803
ENSG00000149243	27	38	8	223	176	134	251	276	216
ENSG00000149256	86	47	55	80	81	105	159	103	139
ENSG00000149257	1123	864	1447	236	275	280	499	404	437
ENSG00000149260	43	67	71	32	33	16	89	37	53
ENSG00000149262	1240	946	1222	964	754	837	1658	1180	1122
ENSG00000149269	929	712	1053	1030	965	959	1708	1221	1249
ENSG00000149273	14484	9614	13486	5173	4356	4547	11397	6986	7155
ENSG00000149289	1105	711	797	978	1011	1134	1355	1276	1268
ENSG00000149292	329	294	484	467	345	406	753	455	514
ENSG00000149294	816	674	742	388	344	352	658	502	589
ENSG00000149295	5	2	10	27	36	32	35	33	41
ENSG00000149300	0	1	0	4	1	0	2	8	8
ENSG00000149305	1	2	2	3	10	3	3	11	6
ENSG00000149308	3099	2136	2633	2550	2491	2478	4001	3041	3209
ENSG00000149311	9555	5991	7860	7699	7386	7384	13254	9292	9671
ENSG00000149313	2290	1266	2437	1216	1474	1383	2205	1763	1759
ENSG00000149328	298	202	375	263	185	193	550	274	306
ENSG00000149346	622	308	592	495	495	522	1019	720	674
ENSG00000149357	603	455	779	368	343	399	638	478	554
ENSG00000149380	23	28	14	35	35	30	53	36	32
ENSG00000149403	31	38	76	36	35	38	72	40	69
ENSG00000149418	5	16	9	12	33	15	24	21	24
ENSG00000149428	6358	3953	4478	842	872	924	1718	1285	1366
ENSG00000149435	0	0	0	0	0	0	0	0	1
ENSG00000149443	0	0	0	2	8	9	8	1	1
ENSG00000149451	0	0	0	0	3	5	1	1	2
ENSG00000149452	4	1	2	19	28	24	16	39	26
ENSG00000149474	221	220	256	452	317	348	563	413	498
ENSG00000149476	407	326	558	342	268	315	716	351	441
ENSG00000149480	3839	3166	3489	1525	1353	1589	2481	1944	2203
ENSG00000149483	960	734	824	785	731	773	1665	1180	1374
ENSG00000149485	2051	1229	2117	1299	1304	1288	2321	1730	1918
ENSG00000149488	12	8	10	65	43	32	139	75	65
ENSG00000149489	8	10	10	26	18	27	29	31	31
ENSG00000149499	299	279	369	278	272	325	531	404	439
ENSG00000149503	2317	2058	2043	918	885	927	1873	1165	1473
ENSG00000149506	20	16	9	63	54	50	60	90	80
ENSG00000149507	0	0	0	2	1	2	5	4	2
ENSG00000149516	0	1	1	1	9	2	6	7	4
ENSG00000149527	25	26	19	35	58	51	31	116	73
ENSG00000149531	141	137	174	110	137	122	232	143	164
ENSG00000149532	2441	2141	2468	1681	1503	1477	2559	1972	2005
ENSG00000149534	2	1	0	3	10	5	8	3	7
ENSG00000149541	450	375	552	209	232	268	518	373	381
ENSG00000149547	3123	1937	3242	1337	1172	1237	2416	1810	1866
ENSG00000149548	545	416	738	1045	943	922	1644	1187	1228
ENSG00000149554	2702	2052	2702	1718	1641	1744	3043	2274	2296
ENSG00000149557	42	42	83	134	120	66	230	112	114
ENSG00000149564	58	88	47	40	49	39	77	64	56
ENSG00000149571	22	30	21	38	21	11	34	36	37
ENSG00000149573	70	45	128	62	58	50	180	130	97
ENSG00000149575	0	0	10	14	4	6	9	23	4
ENSG00000149577	500	505	400	706	486	433	1100	739	774
ENSG00000149582	218	181	373	276	317	309	515	411	486
ENSG00000149591	139	192	154	266	272	246	407	309	259
ENSG00000149596	1	2	1	9	19	6	2	24	18
ENSG00000149599	9	24	14	21	23	24	43	36	50
ENSG00000149600	185	130	219	104	102	102	167	113	95
ENSG00000149609	98	75	58	61	57	79	93	106	126
ENSG00000149633	2	3	6	10	10	14	16	15	18
ENSG00000149634	6	32	10	13	35	9	21	43	28
ENSG00000149635	1	4	0	12	7	6	9	11	16
ENSG00000149636	1682	1161	2227	1297	1121	1263	2221	1431	1449
ENSG00000149639	241	282	166	222	186	163	312	259	246
ENSG00000149646	17	8	5	95	93	63	97	104	101
ENSG00000149651	0	1	2	1	3	2	3	7	2
ENSG00000149654	1	3	0	2	2	1	6	2	5
ENSG00000149656	0	0	0	1	0	1	1	1	3
ENSG00000149657	1061	813	1215	577	691	686	1045	791	879
ENSG00000149658	1399	1419	865	929	906	873	1378	1305	1240
ENSG00000149679	287	304	248	180	181	156	290	276	254
ENSG00000149716	765	588	866	586	603	586	1051	826	849
ENSG00000149735	3	11	9	19	11	17	36	12	24
ENSG00000149742	0	1	0	2	1	0	6	3	2
ENSG00000149743	155	127	210	100	108	120	181	142	153
ENSG00000149761	136	103	184	93	83	107	179	163	148
ENSG00000149781	132	103	117	110	111	104	141	187	184
ENSG00000149782	926	749	792	427	377	455	829	602	734
ENSG00000149792	901	717	916	479	331	406	809	656	719
ENSG00000149798	4	9	3	2	4	6	1	6	5
ENSG00000149806	2597	1939	2832	937	785	995	2107	1368	1477
ENSG00000149809	303	243	323	112	155	185	200	306	333
ENSG00000149823	725	660	767	423	374	343	737	441	560
ENSG00000149922	9	14	28	34	33	39	55	70	69
ENSG00000149923	1724	1552	1751	673	574	604	1141	922	1000
ENSG00000149925	166	94	156	88	93	102	220	133	151
ENSG00000149926	7	9	11	27	35	35	88	68	52
ENSG00000149927	108	83	170	137	137	136	320	200	226
ENSG00000149929	706	508	840	371	383	376	758	517	638
ENSG00000149930	2424	2125	2127	1667	1414	1666	3168	2376	2623
ENSG00000149932	470	352	683	264	251	286	678	357	426
ENSG00000149948	2356	1327	2003	1149	1111	1156	2149	1572	1722
ENSG00000149968	6	5	1	15	15	10	15	24	17
ENSG00000149970	11	18	7	9	15	11	6	23	25
ENSG00000149972	2	4	3	2	3	1	1	1	0
ENSG00000150045	1	0	0	3	6	6	4	2	4
ENSG00000150048	0	0	0	3	3	3	1	4	4
ENSG00000150051	124	60	100	136	134	132	226	191	186
ENSG00000150054	481	251	411	235	236	255	363	336	361
ENSG00000150093	3378	2205	3509	1381	1401	1452	2734	1880	1922
ENSG00000150175	0	0	0	3	1	6	4	5	8
ENSG00000150201	0	2	0	0	3	0	3	1	1
ENSG00000150244	0	0	0	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0	0	1	0
ENSG00000150269	0	0	0	0	0	0	0	0	0
ENSG00000150275	14	5	9	54	23	26	92	32	31
ENSG00000150276	0	0	1	3	2	4	9	0	2
ENSG00000150281	3	2	14	1	12	7	24	14	11
ENSG00000150316	1387	836	1508	615	652	552	1024	769	803
ENSG00000150337	3	9	10	22	30	40	45	54	30
ENSG00000150347	1334	1084	940	1430	1175	1133	1955	1404	1421
ENSG00000150361	0	0	7	0	0	1	2	0	0
ENSG00000150394	1	3	3	3	1	2	1	1	4
ENSG00000150401	674	493	583	446	474	446	897	606	665
ENSG00000150403	955	835	1104	740	691	727	1284	895	923
ENSG00000150433	429	262	658	647	547	527	1212	811	906
ENSG00000150455	257	261	364	215	279	240	434	373	406
ENSG00000150456	109	54	132	81	86	79	151	96	106
ENSG00000150457	438	349	439	256	217	248	394	240	358
ENSG00000150459	1332	898	1552	680	540	504	1002	715	776
ENSG00000150471	846	525	726	1159	746	818	1820	977	1112
ENSG00000150477	812	576	733	1048	833	720	1796	1091	1039
ENSG00000150510	179	129	149	178	207	216	403	340	323
ENSG00000150527	943	660	828	549	601	629	937	847	768
ENSG00000150540	15	13	18	17	24	27	45	39	26
ENSG00000150551	161	165	239	40	56	19	55	45	74
ENSG00000150556	42	13	65	61	42	70	112	95	87
ENSG00000150593	2224	1362	1890	874	816	910	1848	1184	1181
ENSG00000150594	1	3	4	17	11	18	5	21	25
ENSG00000150625	171	62	122	226	112	100	352	132	142
ENSG00000150627	509	318	731	882	672	607	1513	751	805
ENSG00000150628	5	11	9	36	19	38	57	26	24
ENSG00000150630	26	26	16	33	41	37	58	20	39
ENSG00000150636	42	22	63	28	34	24	73	41	40
ENSG00000150637	73	61	97	276	289	259	356	292	319
ENSG00000150656	3	4	6	17	31	34	45	24	38
ENSG00000150667	33	10	6	59	24	45	50	60	41
ENSG00000150672	133	118	60	352	315	295	455	457	441
ENSG00000150676	10	18	8	68	47	47	102	96	56
ENSG00000150681	0	0	1	3	1	1	6	5	3
ENSG00000150687	1104	831	1388	159	265	274	293	368	414
ENSG00000150712	1007	714	1070	675	584	549	1115	712	762
ENSG00000150722	30	11	40	50	31	53	63	40	31
ENSG00000150732	0	0	0	0	0	0	0	0	0
ENSG00000150750	0	1	0	0	0	0	1	0	0
ENSG00000150753	9399	5755	8461	3288	3162	3556	6934	4645	5099
ENSG00000150756	486	346	591	365	290	323	541	452	458
ENSG00000150760	1674	1349	1667	1023	1010	1035	1772	1306	1479
ENSG00000150764	397	276	364	506	440	470	851	592	623
ENSG00000150768	2578	1425	2348	1259	1173	1247	2078	1678	1717
ENSG00000150773	124	60	182	100	143	120	217	193	204
ENSG00000150776	1963	1227	1988	2106	2116	2309	3284	2194	2380
ENSG00000150779	852	512	995	226	217	234	521	416	383
ENSG00000150782	58	29	64	33	44	45	59	45	92
ENSG00000150783	22	2	7	32	16	31	32	37	33
ENSG00000150787	841	486	940	396	426	435	849	598	606
ENSG00000150867	903	599	848	513	485	509	992	673	744
ENSG00000150873	14	10	21	8	8	18	26	25	6
ENSG00000150893	1424	789	1244	1024	816	959	1802	1161	1399
ENSG00000150907	1072	776	966	847	819	998	1278	1016	1149
ENSG00000150938	1876	1447	2032	772	730	800	1373	1002	1079
ENSG00000150961	1627	889	1204	1137	1283	1209	1816	1601	1699
ENSG00000150967	215	185	261	152	215	171	284	252	266
ENSG00000150977	168	121	193	81	46	64	191	65	101
ENSG00000150990	2300	1841	2048	1014	993	1073	1727	1499	1726
ENSG00000150991	11132	8392	10378	5997	4885	4877	12633	7920	8216
ENSG00000150995	731	588	746	668	549	479	1175	639	731
ENSG00000151005	3	0	0	0	6	1	8	7	14
ENSG00000151006	58	62	57	120	78	82	189	113	164
ENSG00000151012	2779	1410	1726	1812	1570	1411	3183	2044	2059
ENSG00000151014	631	605	498	445	415	433	980	618	703
ENSG00000151023	7	4	10	7	17	5	18	18	17
ENSG00000151025	25	23	50	37	40	39	64	49	41
ENSG00000151033	0	0	0	0	0	0	0	4	0
ENSG00000151062	23	20	11	75	52	71	70	79	88
ENSG00000151065	216	192	276	305	251	255	511	389	350
ENSG00000151067	175	118	148	185	216	195	377	316	246
ENSG00000151079	41	29	39	55	37	30	95	59	62
ENSG00000151090	876	592	703	563	718	692	883	876	884
ENSG00000151092	2028	1164	2179	1189	1098	917	2104	1424	1264
ENSG00000151093	382	219	514	302	276	333	536	425	409
ENSG00000151116	540	331	593	869	762	732	1263	915	942
ENSG00000151117	52	51	50	42	50	52	68	84	64
ENSG00000151131	1853	1196	1827	1159	1102	1015	2087	1660	1741
ENSG00000151135	2736	1594	2796	1529	1446	1436	2889	1819	1900
ENSG00000151136	158	128	168	231	156	149	435	179	241
ENSG00000151148	1129	871	1245	945	786	734	1439	939	1119
ENSG00000151150	794	549	920	941	805	729	1463	922	1037
ENSG00000151151	1203	687	948	1205	1191	1231	1916	1213	1213
ENSG00000151164	154	175	240	206	210	223	260	312	295
ENSG00000151176	242	329	184	104	60	58	154	132	116
ENSG00000151208	1240	1232	1260	808	719	784	1376	917	1139
ENSG00000151224	6	5	5	1	2	1	3	1	5
ENSG00000151229	1024	478	865	926	730	875	1555	993	1036
ENSG00000151233	2551	1778	2221	1317	1261	1094	2547	1593	1654
ENSG00000151239	2128	1221	2239	1097	853	928	1597	1218	1192
ENSG00000151240	561	382	510	618	565	625	939	710	783
ENSG00000151247	2047	1173	1875	1324	1123	1141	2142	1409	1546
ENSG00000151276	1047	729	936	1115	781	803	1753	952	1030
ENSG00000151287	276	199	364	185	171	153	278	241	181
ENSG00000151292	2147	1486	1914	1544	1401	1425	2145	1638	1791
ENSG00000151303	6	3	1	0	6	6	6	10	2
ENSG00000151304	1165	925	1063	1007	982	954	1642	1250	1204
ENSG00000151320	143	96	150	238	159	151	338	243	173
ENSG00000151322	26	14	18	88	80	55	158	62	84
ENSG00000151327	832	483	837	514	446	580	1006	753	651
ENSG00000151332	909	672	1010	655	550	484	996	689	701
ENSG00000151338	2276	1279	1944	1803	1640	1579	3246	2197	2216
ENSG00000151348	2695	1986	2737	1510	1506	1501	2919	1884	2261
ENSG00000151353	828	518	873	403	372	376	678	546	522
ENSG00000151360	7	13	7	89	70	69	119	77	84
ENSG00000151364	4	4	2	17	4	4	11	8	17
ENSG00000151365	15	8	20	18	21	12	34	13	23
ENSG00000151366	1026	624	1318	259	233	229	391	421	458
ENSG00000151376	10	14	14	40	48	60	66	82	85
ENSG00000151379	2	0	0	2	4	1	2	11	2
ENSG00000151388	4	5	8	28	68	47	45	52	52
ENSG00000151413	687	358	756	738	569	573	1160	731	791
ENSG00000151414	1822	1137	1886	780	775	904	1221	976	1102
ENSG00000151418	0	0	0	0	0	1	2	0	0
ENSG00000151422	2398	1739	2548	1302	1385	1400	2056	1731	1857
ENSG00000151445	340	281	448	356	382	433	749	499	529
ENSG00000151458	2381	1521	1973	1644	1563	1411	2841	2026	2258
ENSG00000151461	2881	1941	2676	1525	1530	1561	2465	1895	1970
ENSG00000151465	1731	1197	1684	634	596	603	1160	743	844
ENSG00000151466	1229	751	1196	829	818	803	1324	914	1015
ENSG00000151468	219	137	205	82	79	107	197	137	147
ENSG00000151470	631	401	749	602	491	456	1039	595	592
ENSG00000151474	265	236	337	408	373	368	619	465	481
ENSG00000151475	11	2	5	53	29	31	31	67	40
ENSG00000151490	25	34	29	73	65	55	72	85	87
ENSG00000151491	893	648	979	644	577	595	1074	783	802
ENSG00000151498	719	535	950	565	460	460	1051	592	725
ENSG00000151500	392	257	525	257	230	207	499	303	311
ENSG00000151502	783	669	911	485	355	383	964	500	544
ENSG00000151503	6003	4409	5426	3643	3193	3240	5775	4173	4555
ENSG00000151532	1038	765	940	668	682	785	1138	986	925
ENSG00000151552	168	185	197	65	63	52	112	81	101
ENSG00000151553	1146	763	1285	1043	898	898	1469	1019	1123
ENSG00000151572	84	52	40	83	93	76	147	80	92
ENSG00000151575	369	218	407	361	352	349	608	447	594
ENSG00000151576	3687	2225	3317	2003	1798	1948	2970	2388	2386
ENSG00000151577	1	2	0	26	12	5	17	10	6
ENSG00000151611	40	18	38	71	49	62	103	83	73
ENSG00000151612	479	409	436	658	611	632	941	793	837
ENSG00000151615	3	0	1	39	14	9	27	11	10
ENSG00000151617	92	49	129	105	108	73	158	154	124
ENSG00000151623	522	360	492	681	635	765	987	736	828
ENSG00000151631	0	0	0	0	0	0	0	0	0
ENSG00000151632	2	0	4	0	3	0	2	0	1
ENSG00000151640	204	182	220	204	192	187	379	223	273
ENSG00000151650	0	0	0	1	1	1	0	4	0
ENSG00000151651	98	88	117	132	112	123	161	115	127
ENSG00000151655	31	34	41	120	170	165	192	186	161
ENSG00000151657	892	606	937	907	885	751	1285	1056	1074
ENSG00000151665	402	264	492	427	429	356	788	511	492
ENSG00000151687	379	255	243	859	649	608	1104	837	839
ENSG00000151689	241	217	241	114	122	96	183	143	122
ENSG00000151690	202	186	250	141	155	181	266	198	193
ENSG00000151692	235	155	270	280	228	224	584	301	396
ENSG00000151693	389	349	335	218	252	223	503	328	364
ENSG00000151694	1954	1413	1672	1448	1356	1411	2589	1799	1848
ENSG00000151702	56	82	53	32	56	66	100	61	79
ENSG00000151704	12	8	12	16	20	18	36	8	15
ENSG00000151715	29	22	17	47	62	49	67	57	63
ENSG00000151718	1990	1500	1868	1152	1150	1128	2119	1353	1514
ENSG00000151725	2255	1536	2513	1408	1252	1338	2345	1569	1595
ENSG00000151726	756	543	751	430	350	347	841	498	491
ENSG00000151729	651	381	755	352	298	282	558	416	512
ENSG00000151743	90	55	113	92	68	71	186	94	87
ENSG00000151746	1371	933	823	978	979	862	1742	1143	1152
ENSG00000151748	1295	958	1000	584	548	581	948	693	721
ENSG00000151773	234	140	348	372	310	360	648	320	377
ENSG00000151778	44	42	72	35	27	17	49	45	33
ENSG00000151779	2396	1658	2307	2031	1628	1758	2924	2007	2044
ENSG00000151789	2	2	1	6	2	1	2	1	3
ENSG00000151790	0	3	1	3	8	2	7	7	6
ENSG00000151806	1622	1045	1550	884	858	990	1722	1269	1328
ENSG00000151812	50	27	32	86	87	66	153	76	60
ENSG00000151834	0	0	0	0	0	0	0	0	0
ENSG00000151835	9224	5531	7481	4487	4370	4530	7873	6147	6713
ENSG00000151838	9	10	32	59	45	34	82	78	55
ENSG00000151846	1	0	0	0	0	0	0	0	0
ENSG00000151849	1603	1082	1502	1211	1004	1157	1911	1161	1241
ENSG00000151876	193	135	257	246	274	299	372	383	398
ENSG00000151881	339	156	327	257	313	265	491	375	330
ENSG00000151882	0	0	0	11	7	9	3	6	9
ENSG00000151883	567	415	615	795	708	759	1222	877	984
ENSG00000151892	86	61	96	92	88	51	183	63	144
ENSG00000151893	3361	2087	3235	2220	2315	2257	3900	3125	3336
ENSG00000151914	13532	9672	11995	9679	8936	9103	15712	11250	11863
ENSG00000151917	85	48	90	45	27	18	76	56	43
ENSG00000151923	3877	2967	3239	2427	2471	2186	3975	2969	2890
ENSG00000151929	565	589	631	270	257	268	554	343	395
ENSG00000151948	3	1	0	10	10	19	17	10	20
ENSG00000151952	0	0	0	3	8	8	7	3	4
ENSG00000151962	2	2	4	2	2	0	3	1	1
ENSG00000151963	0	0	0	4	1	2	3	1	2
ENSG00000151967	95	53	61	69	36	59	102	85	71
ENSG00000152034	2	3	0	8	6	2	13	21	6
ENSG00000152049	4	3	4	7	6	12	5	5	8
ENSG00000152056	313	191	314	195	201	189	365	235	321
ENSG00000152061	2794	1980	2326	3119	2753	2590	4910	3443	3608
ENSG00000152076	72	57	106	124	109	72	236	130	142
ENSG00000152078	980	567	1160	561	504	479	850	619	658
ENSG00000152082	475	421	583	154	135	115	390	188	169
ENSG00000152086	1	4	2	3	1	3	4	4	11
ENSG00000152092	2	2	3	22	4	8	16	4	8
ENSG00000152093	0	0	0	0	0	0	0	0	0
ENSG00000152102	4431	3369	3709	1890	1690	1656	3659	2292	2488
ENSG00000152104	2695	1892	2542	2187	2084	1994	3530	2423	2500
ENSG00000152117	704	586	618	924	695	710	1578	797	893
ENSG00000152127	1784	1362	1693	1141	905	952	1982	1159	1380
ENSG00000152128	42	39	37	42	35	52	81	69	62
ENSG00000152133	1484	926	1471	1272	862	907	1715	1110	1121
ENSG00000152137	192	221	242	26	39	50	73	83	51
ENSG00000152147	547	341	645	464	451	464	872	684	695
ENSG00000152154	5	8	12	40	27	31	46	33	44
ENSG00000152192	985	594	1033	694	536	622	1372	876	862
ENSG00000152193	2296	1400	2223	2259	1911	1804	2997	2043	2133
ENSG00000152207	0	0	0	0	2	2	2	2	0
ENSG00000152208	32	14	9	54	18	42	115	41	53
ENSG00000152213	12	2	1	5	10	7	9	20	5
ENSG00000152214	0	0	1	0	0	1	0	0	1
ENSG00000152217	167	158	113	113	145	121	211	152	205
ENSG00000152219	1246	832	1330	948	1032	854	1599	1297	1330
ENSG00000152223	1709	1367	1649	1620	1510	1536	2392	1701	1952
ENSG00000152229	303	163	278	221	183	196	371	229	259
ENSG00000152234	8298	5695	8407	3212	2755	2860	5845	4013	4359
ENSG00000152240	827	549	1038	476	467	406	816	627	571
ENSG00000152242	1652	1281	1437	1210	1235	1191	1975	1518	1738
ENSG00000152253	650	461	716	292	355	283	625	424	457
ENSG00000152254	1	4	0	3	0	2	1	2	8
ENSG00000152256	1917	1063	1383	1910	1752	1602	3989	2437	2325
ENSG00000152266	2	0	1	1	3	14	2	4	3
ENSG00000152270	1461	902	1202	671	802	868	950	1032	1208
ENSG00000152284	57	67	39	44	52	38	96	69	55
ENSG00000152291	2470	2445	2235	1273	1216	1209	2387	1613	1873
ENSG00000152292	7	2	2	20	12	29	29	23	29
ENSG00000152315	10	13	2	8	0	5	6	1	9
ENSG00000152332	6836	4190	6425	5647	4772	4958	9490	5852	6448
ENSG00000152348	189	128	267	379	381	350	608	445	473
ENSG00000152359	778	572	803	546	554	556	830	691	779
ENSG00000152377	19	17	20	96	74	39	79	68	96
ENSG00000152380	222	113	155	205	119	130	216	177	254
ENSG00000152382	1024	628	941	696	537	550	1311	786	833
ENSG00000152402	797	409	692	476	540	473	663	567	656
ENSG00000152404	1783	1183	1703	1084	1085	1124	1803	1383	1550
ENSG00000152409	2960	2089	2563	1487	1641	1559	2746	2232	2278
ENSG00000152413	1898	1195	1594	1511	1744	1776	3077	2422	2648
ENSG00000152422	375	161	370	260	210	253	379	330	317
ENSG00000152430	87	76	62	171	178	142	281	219	213
ENSG00000152433	132	68	153	227	214	269	321	360	403
ENSG00000152439	178	169	253	252	261	309	475	414	443
ENSG00000152443	844	732	1082	710	801	856	1206	1119	1292
ENSG00000152454	316	215	342	259	320	330	493	369	464
ENSG00000152455	2278	1616	2072	1455	1446	1469	2624	1999	2033
ENSG00000152457	2912	1941	2545	2684	2654	2592	4569	3656	3754
ENSG00000152463	13	1	9	16	26	35	23	47	23
ENSG00000152464	327	177	335	302	249	255	495	312	391
ENSG00000152465	1241	909	1226	631	604	622	1230	927	995
ENSG00000152467	0	0	0	0	1	0	1	1	1
ENSG00000152475	27	19	19	17	6	19	38	23	18
ENSG00000152484	1661	1041	1685	996	1080	1159	1621	1399	1389
ENSG00000152492	2235	1625	2165	1293	1368	1321	2347	1846	1914
ENSG00000152495	719	378	697	419	365	449	881	569	571
ENSG00000152503	451	363	406	430	460	432	647	480	525
ENSG00000152518	382	522	278	219	234	213	385	321	319
ENSG00000152520	2330	1577	2193	1916	1683	1685	2536	1851	1985
ENSG00000152527	764	552	963	1067	968	914	1996	1060	1022
ENSG00000152556	1667	1024	1895	997	935	907	2037	1177	1417
ENSG00000152558	5520	3210	5411	2491	2364	2475	4632	3103	3120
ENSG00000152578	88	79	116	382	384	375	481	421	402
ENSG00000152580	49	26	47	35	37	75	61	80	57
ENSG00000152582	208	169	364	369	285	326	644	358	385
ENSG00000152583	68	37	45	40	39	50	69	55	91
ENSG00000152591	5	4	4	6	5	3	6	6	3
ENSG00000152592	5	4	2	3	5	5	7	3	6
ENSG00000152595	0	0	0	0	2	1	0	4	0
ENSG00000152601	4733	3155	4820	2580	2444	2433	4225	3209	3305
ENSG00000152611	0	0	0	0	0	1	0	2	8
ENSG00000152620	947	585	1132	721	814	696	1295	906	838
ENSG00000152642	1207	657	1110	603	508	448	1225	606	781
ENSG00000152661	2308	1282	1697	1711	1347	1499	3053	1703	1765
ENSG00000152669	18	7	12	30	15	9	60	15	28
ENSG00000152670	5	2	2	23	44	30	22	37	20
ENSG00000152672	21	14	36	57	48	31	100	55	62
ENSG00000152683	1711	1156	1857	1161	1287	1218	1839	1521	1751
ENSG00000152684	982	706	1162	711	651	659	1106	783	830
ENSG00000152689	50	45	42	166	122	134	358	187	227
ENSG00000152700	2569	1506	2414	1833	1757	1630	3439	2457	2592
ENSG00000152705	18	14	29	17	19	21	20	41	40
ENSG00000152749	4143	2538	4465	2979	2670	2745	4799	3314	3567
ENSG00000152760	1	1	0	11	11	20	7	23	17
ENSG00000152763	124	102	196	417	389	402	554	439	429
ENSG00000152766	0	0	2	0	0	1	1	0	0
ENSG00000152767	1363	1144	1043	1037	789	790	1784	1037	1145
ENSG00000152778	638	407	724	573	539	624	1044	692	746
ENSG00000152779	20	26	34	18	19	16	45	27	19
ENSG00000152782	687	344	456	322	328	378	449	440	486
ENSG00000152784	10	35	13	5	29	25	28	22	37
ENSG00000152785	8	7	12	16	20	34	37	13	14
ENSG00000152795	12011	5984	11635	8945	8422	8210	14905	10187	10023
ENSG00000152804	93	51	55	89	96	81	167	107	109
ENSG00000152818	6013	4115	5689	3072	3096	3089	5315	4209	4447
ENSG00000152822	1	3	6	25	11	11	10	12	14
ENSG00000152894	1920	1207	1794	950	831	896	1672	1128	1244
ENSG00000152904	944	642	842	478	436	389	941	671	626
ENSG00000152910	0	0	0	2	0	0	0	0	0
ENSG00000152926	699	369	816	668	707	750	1142	792	862
ENSG00000152931	211	115	58	136	88	82	221	99	116
ENSG00000152932	28	36	66	45	37	41	61	41	51
ENSG00000152936	3	5	7	14	11	7	16	6	7
ENSG00000152939	18	16	23	85	53	61	108	101	132
ENSG00000152942	1309	663	1489	1129	991	1052	1651	1241	1166
ENSG00000152944	1458	1001	1470	821	750	785	1423	960	1055
ENSG00000152952	3359	2045	3451	2075	2046	2051	4209	2736	2684
ENSG00000152953	1	4	0	5	4	0	13	6	9
ENSG00000152954	1	3	4	8	2	0	12	16	4
ENSG00000152969	3	5	1	16	6	5	11	7	10
ENSG00000152977	12	2	10	9	17	5	22	8	12
ENSG00000152990	1051	701	929	559	628	514	1108	784	882
ENSG00000153002	2	2	2	1	1	2	7	4	2
ENSG00000153006	2352	1416	2112	1423	1425	1372	2608	1752	1947
ENSG00000153012	71	56	91	70	90	57	154	111	84
ENSG00000153015	2238	1386	2072	1540	1698	1646	2559	2203	2063
ENSG00000153029	238	220	370	136	113	147	270	189	195
ENSG00000153037	1295	809	1196	1721	1323	1317	2648	2021	1977
ENSG00000153044	1560	904	1784	968	941	900	1949	1186	1312
ENSG00000153046	1279	1018	1172	875	862	846	1378	967	996
ENSG00000153048	452	505	566	237	212	226	390	379	384
ENSG00000153060	1	10	8	23	17	8	28	29	22
ENSG00000153064	1	0	1	6	16	7	11	6	12
ENSG00000153066	631	410	655	330	275	321	512	434	330
ENSG00000153071	165	125	184	216	130	135	354	180	227
ENSG00000153086	48	24	29	10	9	5	19	31	19
ENSG00000153093	18	16	22	19	25	28	32	22	32
ENSG00000153094	724	625	567	395	420	362	758	561	581
ENSG00000153107	3665	2324	3545	2183	2006	2089	3606	2415	2725
ENSG00000153113	2457	1765	2823	1177	1113	1062	2444	1575	1468
ENSG00000153130	2652	1370	3240	1341	1402	1358	2627	1789	1657
ENSG00000153132	480	243	592	269	278	291	523	283	422
ENSG00000153140	639	359	919	499	534	486	849	647	656
ENSG00000153147	8243	5432	7378	2973	2977	3054	5235	3892	4221
ENSG00000153157	360	229	365	441	334	290	776	434	417
ENSG00000153162	120	109	89	117	97	108	241	94	137
ENSG00000153165	61	37	45	66	54	34	62	46	58
ENSG00000153179	662	545	517	333	272	324	637	430	353
ENSG00000153187	42896	28150	37284	24328	23496	21081	48355	32407	33408
ENSG00000153201	14879	9814	14858	10626	10257	10371	15517	11866	13247
ENSG00000153207	2646	1733	2016	2078	1839	1894	2925	2038	2166
ENSG00000153208	446	312	367	256	251	256	592	316	323
ENSG00000153214	497	286	697	433	383	409	774	489	394
ENSG00000153230	0	0	0	0	0	0	0	0	0
ENSG00000153233	6	2	4	23	25	3	9	24	20
ENSG00000153234	151	160	46	80	57	59	126	95	60
ENSG00000153237	17	27	28	26	29	34	48	51	51
ENSG00000153246	0	2	3	35	38	25	30	28	41
ENSG00000153250	1233	995	1231	676	603	572	1197	849	799
ENSG00000153253	13	18	32	30	15	11	32	15	17
ENSG00000153266	0	0	0	0	1	2	1	0	2
ENSG00000153283	4	15	3	11	13	5	11	16	10
ENSG00000153291	658	423	695	528	465	401	1105	566	546
ENSG00000153292	1	1	1	7	10	9	11	12	11
ENSG00000153294	9	24	18	17	20	40	26	31	18
ENSG00000153303	0	0	2	5	7	6	9	5	6
ENSG00000153310	1773	957	1826	1001	887	928	1723	1184	1296
ENSG00000153317	1226	995	968	613	663	540	934	798	772
ENSG00000153339	5996	3520	5868	4835	4127	4037	6544	4582	4865
ENSG00000153347	24	20	19	44	37	35	36	58	101
ENSG00000153363	236	175	335	228	250	222	477	281	322
ENSG00000153391	273	325	220	148	162	162	231	236	222
